formula,space_group,formation_energy_value,formation_energy_value_per_atom
Ga24Pt5,I-43m,-0.2839228259379029,-0.2950006713327485
Ga2As,I4/mmm,-0.0678841237924749,-0.0508355384841798
Ga2As2,I4_1/amd,0.0357009999706744,0.1116693065743829
Ga2As2,P4/nmm,0.0529253127616393,0.1471647963620849
Ga2As2,P6_3/mmc,-0.1416490760902534,-0.2538098791595738
Ga2Br2,P-3m1,-0.6179910592271307,-1.2354450946299922
Ga2Br2,Pmmn,-0.6514186028962627,-1.304331850771464
Ga2Br6,Cmcm,-0.9216287725101217,-1.057927577153044
Ga2Ge2,Cmcm,0.0173286233212342,0.0738079117164063
Ga2Ge2,Pmmn,0.0015303362741389,0.0412511448166839
Ga2Ge6,Pmmn,0.2839044756152163,0.1842407931291738
Ga2In2,Pmma,-0.1012542823437782,-0.1705651653468717
Ga2K2,Fd-3m,-0.0665707069879328,-0.0990900063791252
Ga2Mn4,Fd-3m,0.1297698282069624,0.1187895189878223
Ga2Mn4,I4_1/amd,0.4970275462547668,0.6233473394216862
Ga2Mo2,C2/m,-0.0837390972007075,-0.134470252132006
Ga2Na,I4/mmm,-0.1738432811330787,-0.3419799793251745
Ga2Nb3,R-3m,-0.0531674118105057,-0.1081110400529064
Ga2Nb6,Pm-3n,-0.4936945005444666,-0.6169887494416587
Ga2Ni,I4/mmm,-0.2738080307481428,-0.6166535597966862
Ga2Np,P6/mmm,-0.3096606844638103,-0.7151660534847976
Ga2P,Fm-3m,-0.0592694627840843,-0.0271649966898513
Ga2P,I4/mmm,-0.0315507745176519,0.0489977644977918
Ga2P2,Pmmn,-0.1913906167989797,-0.3563161661550876
Ga2P4,Fd-3m,0.3817800176654745,0.4650142698145998
Ga2Pd2,Imma,-0.6504323375826975,-1.302299376629216
Ga2Pt2,P4/nmm,-0.39487748194162686,-0.7756574792895718
Ga2Pt4,Cmcm,-0.6444184032446648,-0.944830678684742
Ga2Rh,I4/mmm,-0.4176042656231338,-1.0117631043464206
Ga2Rh2,P-3m1,-0.2896646915325519,-0.5588372454245706
Ga2Rh2,Pmmn,-0.5697685262943802,-1.1360691458751924
Ga2Sn2,Pmmn,-0.1163883030642828,-0.2017530266247582
Ga2Sn2,R-3m,-0.1041631601644208,-0.17655971759574
Ga2Sn3,R-3m,-0.087224444884032,-0.1642582354426649
Ga2Sn4,C2/m,-0.0956253761689441,-0.1908701762819432
Ga2Sr2,Imma,-0.4394745863127409,-0.8675622235877783
Ga2Sr6,Cmcm,0.0173739477222092,-0.0903893690651535
Ga2Ta,I4/mmm,-0.1087693708936511,-0.1631761110658798
Ga2Ta6,Pmmn,-0.1716750721807153,-0.2851834266504081
Ga2Th,P6/mmm,-0.5809872799083639,-1.4606913284930414
Ga2V3,P-3m1,0.1627334997033127,0.24782808821532687
Ga2W,I4/mmm,0.0179369736824719,0.1849754670373702
Ga2W2,R-3m,0.0686208406936326,0.1795097995087358
Ga32Rh6,Ccce,-2.7562437908745165,-0.8217568786727931
Ga3As,Imm2,-0.0595709244962861,-0.0846650066149136
Ga3Br,Immm,-0.2010078922641135,-0.3761352386023346
Ga3K,Cmmm,0.1334446164267633,0.3130972289440975
Ga3K,Pmm2,-0.1518242117859692,-0.2747785778565234
Ga3Mn,R-3m,-0.03074842819072,-0.0252682320854267
Ga3Na,I4/mmm,-0.1537368102499761,-0.2787200192406315
Ga3Na,P4/mmm,-0.1641020634240931,-0.3000805079088242
Ga3Nb,I4/mmm,-0.440193734797463,-0.8690442291693702
Ga3Nb2,R-3m,-0.1546748591474848,-0.2754585147093318
Ga3P,Cmmm,0.0008396891270607,0.039827874172825
Ga3P,Pm-3m,-0.0231288887980154,-0.009566050757031
Ga3Pb,P4/mmm,-0.0953061892919076,-0.1583074643435711
Ga3Pd,Imm2,-0.3681556356742461,-0.7205896787448732
Ga3Pt5,Cmmm,-1.1321919681685708,-1.2748896078553926
Ga3Rh,I4/mmm,-0.3333776598322522,-0.6489199813051018
Ga3Rh,P4/mmm,-0.2983680031632674,-0.576772841047828
Ga3Sn,R-3m,-0.0873638848679949,-0.1419401358474411
Ga3Sr,Cmmm,-0.31573480059965064,-0.6125619600988701
Ga3Th,Pm-3m,-0.5878112308589079,-1.1732511596591415
Ga3V,P4/mmm,-0.1884770752733771,-0.3503120030443062
Ga3V,R-3m,-0.139681907924774,-0.2497559817196078
Ga3W,P4/mmm,0.07262575089945461,0.18776303149753165
Ga3W,R-3m,0.0410300122273033,0.1226512193176846
Ga4As2,I4/mcm,0.0220244391259381,-0.0292367198220693
Ga4Br2,C2/m,-0.4688292811176735,-0.7035971786150219
Ga4In4,P2_13,-0.0352293433053179,-0.1445912290211147
Ga4Mn2,Fd-3m,0.6748084442774475,0.8675920156068787
Ga4Mn8,Pa-3,2.237470783747213,1.379889520189339
Ga4Na,I4/mmm,-0.2904386725791095,-0.4992818096847707
Ga4Na2,I4/mcm,0.0989546787841393,0.0764540584513616
Ga4Nb6,Fdd2,-0.4658893163391957,-0.5216068822936183
Ga4P3,I4/mmm,-0.1106283045130399,-0.2176531352714728
Ga4Pt4,P2_13,-1.2631677221971118,-1.4098456027905089
Ga4Sr,I4/mmm,-0.6339554156112226,-1.0656112855682816
Ga4W,I4/mmm,0.41122803506374106,0.6575018023068462
Ga5Br,Cmmm,-0.1429293598142501,-0.2558588578344655
Ga5Br3,Cmmm,-0.5678465491709506,-0.6933942152707279
Ga5Nb3,Cmmm,-0.5623083226579877,-0.6876876868008092
Ga5P24,I-43m,1.4927792879065915,0.210018519918551
Ga5Pt,Amm2,-0.3141006170005347,-0.4910228644778716
Ga5Sr,Cmmm,-0.3834185681873828,-0.5862554835598877
Ga6Mn6,P-3m1,0.4860724180044622,0.1768082795446317
Ga6Sb2,Cmcm,0.2674438157178682,0.1672799078858554
Ga6Sb2,Pmmn,-0.0244843599544694,-0.1335197148356799
Ga8Pb,I4/mmm,-0.043355762402702,-0.1642663197362508
Ga8Pt16,Fd-3m,-2.027759987279345,-0.9023444260861082
Ga8Pt16,Pmma,-3.031626858486593,-1.2471356010915584
GaAs2,I4/mmm,-0.014543987403646999,0.09572738795914597
GaAs2,P6/mmm,-0.0107840650781998,0.1060585430053215
GaAs3,Imm2,0.1559277434291983,0.359429968867931
GaGe,R-3m,-0.1485254042294467,-0.28128088036186
GaK3,Pmm2,0.0242519900455114,0.0880754355265293
GaMn,Fm-3m,0.149027877690874,0.9451018041467708
GaMn2,Fm-3m,0.4431303621658231,1.3532812033820243
GaMn2,I4/mmm,-0.1533333885786086,-0.23610545986481185
GaMn2,P4/mmm,0.5294432091119863,1.590443391080033
GaMn3,P4/mmm,-0.087414176993517,-0.1420437767676646
GaMn3,Pm-3m,0.041542964285742,0.123708299781379
GaMn3,R-3m,-0.0154484317010939,0.0062616684534368
GaMn5,P4/mmm,-0.1482820975513281,-0.263212728299953
GaMo,P-6m2,-0.1546082617933556,-0.3063517219286755
GaMo2,P4/mmm,0.4571142369715789,1.3917047574503627
GaMo3,Immm,-0.148735483471102,-0.2684133936144637
GaNa2,I4/mmm,-0.12938036504933575,-0.21980903000599955
GaNa3,I4/mmm,-0.124917764250354,-0.2193303550267137
GaNa3,P4/mmm,-0.1264533956023424,-0.2224949507719076
GaNb,R-3m,-0.204717050944521,-0.5128779311510592
GaNb2,P-3m1,-0.1314142705407096,-0.2253976010353631
GaNb3,P2/m,-0.2245530577999236,-0.424656604474446
GaNb5,Cmmm,-0.2736281268001342,-0.4354196451593141
GaNi,Fm-3m,-0.16465366074473,-0.3477544019913527
GaNp,P-6m2,-0.2239070092947023,-0.5919704300985458
GaNp,R-3m,-0.2034970140445879,-0.5078494800485094
GaP,Fm-3m,-0.1710265377989636,-0.3740205752944164
GaP,Pm-3m,-0.0174477224558576,0.2589632003460392
GaP,R-3m,0.027222535348540598,0.44307419495614225
GaP2,Fm-3m,0.1525752653228609,0.5549216908396488
GaP4,Im-3m,0.557880010839765,0.8992755681076963
GaP7,Fm-3m,1.0445151413014433,0.9679657650318184
GaPb,P-6m2,-0.0975619924655085,-0.0712322956935395
GaPb3,P4/mmm,-0.1071425402208349,-0.1826995593211877
GaPb8,I4/mmm,-0.0918605241554469,-0.2086919018601062
GaPd,Pm-3m,-0.4078369464861226,-1.3500480714492498
GaPt3,Pm-3m,-0.5331021356929906,-1.060507844304646
GaPt4,Im-3m,0.0023084519985074,-0.01665227563336115
GaPt5,Cmmm,-0.5086072507003399,-0.7582462292615277
GaRb,R-3m,0.0214525773101507,0.4192929864849896
GaRh3,P4/mmm,-0.3686012495695233,-0.7215079901841179
GaSb3,Immm,0.0140585759107336,0.0670690690192619
GaTa2,I4/mmm,-0.2224977035640838,-0.4756679489980732
GaTh3,Pm-3m,-0.2978487393206824,-0.5757027533964201
GaU,R-3m,-0.2525277169544586,-0.7099322958383019
GaW2,I4/mmm,-0.050769402832879,-0.0038093447224278
GaW3,P4/mmm,0.0393140256010199,0.1191149513394912
GaW3,R-3m,0.0418647652675822,0.1243714602571092
GaW4,I4/mmm,0.9126719447633832,1.4841935788373108
Ge18P6,Pmmn,1.7460994287187876,0.3938368302816469
Ge2As4,Pnnm,0.013946046876548851,-0.04033523670995975
Ge2Br,I4/mmm,-0.144381138709939,-0.2610267215129238
Ge2Br2,I4_1/amd,-0.0266200039794025,-0.0167604651161117
Ge2Br2,P4/nmm,-0.4541044827353064,-0.8977111964591203
Ge2P2,C2/m,0.291642313250385,0.6391076074241238
Ge2P2,Cmcm,-0.0343534760384546,-0.0326974364093615
Ge2P4,C2/m,-0.1238740824079729,-0.2296797232284437
Ge2P4,Cmcm,0.1882191004504154,0.1990901796951446
Ge2P4,Imma,0.2007635222559965,0.21632436107184
Ge2P6,Cmcm,0.48370808622244,0.3901162642125513
Ge3As5,Cmmm,0.4957464472702881,0.4025204607346532
Ge3Br,Fm-3m,-0.1009871826305187,-0.1700147320576391
Ge3Br,P4/mmm,0.0174285752860261,0.074013890555074
Ge3P,Pmmm,0.2130914215156091,0.4772316354057115
Ge4As2,Pnnm,0.19990351478219998,0.2151428379200811
Ge4Br2,I4_1/amd,0.032391927439759,-0.0149933232916957
Ge4Br5,I4/mmm,0.4095365897864643,0.2505384470206409
Ge4P12,Pnma,0.5938711159199088,0.1244735002872731
Ge4P2,C2/m,0.1348700420554615,0.1257964589558216
Ge5As,Cmmm,0.292989439003568,0.3430291388203436
Ge5As3,Cmmm,0.4538943270069704,0.3593964904076765
Ge5P3,Cmmm,0.5635613391964882,0.472396189102847
Ge8I32,Pa-3,-4.424226142544661,-1.1371372185529642
Ge8P4,Pnma,0.4107308333064713,0.1250541789564673
GeAs,Immm,0.0414108682399359,0.1234360791185398
GeAs,P-6m2,-0.160975957882446,-0.3325965415908055
GeAs2,P4/mmm,0.0739265498554268,0.3388182707829665
GeAs3,Pmmm,0.2653566052305504,0.584938591109582
GeI,Pm-3m,-0.0884071701345101,-0.033500177553112
GeP,P-6m2,0.0235479974430389,0.4279293791040199
GeP3,Immm,0.2029137161807318,0.4562576412521754
GeP5,Amm2,0.1889342410034148,0.2000726771104293
In10Mn6,I4/mcm,0.8106081617973429,0.2361352497562366
In11Sr3,Immm,-1.1365522093781624,-0.8402242246281476
In16Sn4,I-43m,0.25572543894527044,-0.09072586415808695
In24Pt5,I-43m,-0.0567067544293465,-0.2304155752840635
In2Br2,Cmcm,-0.83796180084398,-1.6887560224685645
In2Br2,P4/nmm,-0.771380233767339,-1.5515461748015034
In2Br4,C2/m,-1.0004877404496693,-1.4340173175890938
In2Br4,Cmcm,-0.7580599980565583,-1.1009574326538816
In2Ge2,Imma,-0.0155685056049421,0.0060142227596934
In2Ge4,I4/mcm,0.2860989320291416,0.3335626007195748
In2Mn,I4/mmm,0.0010107076802566,0.1384670917876504
In2Mn2,I4_1/amd,0.0568465326397404,0.1552455611407809
In2Mn6,I4/mmm,0.4408188063716055,0.345923615907135
In2Na,I4/mmm,-0.2031252082536895,-0.422438058761128
In2Na2,P4/nmm,-0.2265523268919373,-0.4287766548067684
In2Ni,I4/mmm,-0.1301077437637107,-0.2218076516861966
In2Ni4,Pnnm,0.0228438911580791,-0.0281109138526674
In2P,P-3m1,0.0115484115243461,0.1674215868066456
In2P2,Imma,-0.0962925477362943,-0.1603401304077931
In2Pb2,P4/nmm,-0.1426323226426504,-0.2558361323043555
In2Pd2,P4/nmm,-0.5048733093022897,-1.002334491844655
In2Pt,Fm-3m,-0.4697550918538054,-1.15505815805771
In2Rh,Fm-3m,-0.9661471664586084,-0.8207592490875125
In2Rh,P-3m1,-0.1815576090221825,-0.3631766718632018
In2Rh2,P-3m1,-0.0276353316198165,-0.01885283027046435
In2Sn2,C2/m,-0.1356743261318515,-0.2414972441821263
In2Sn2,Cmcm,-0.1203844187448242,-0.2099881350468217
In2Sn4,C2/m,-0.14104665707854164,-0.2532723025568707
In2Sr,P-3m1,-0.4130703508623496,-0.999305246894742
In2Ta,I4/mmm,0.0644906320608212,0.3128911581191579
In2Ta2,Fd-3m,0.3096634632650179,0.67624520205969
In2Ta2,Pmma,0.0755678786274725,0.1938261044335246
In2V2,R-3m,0.2270842342388461,0.5060677200232309
In2W,I4/mmm,0.3370089427164676,1.0616909142339286
In2W4,I4_1/amd,1.5121805137997315,2.01801746761974
In3Br3,Cm,-0.9587663780633044,-1.376698332482141
In3K,Cmmm,-0.2109074753522416,-0.3965360844689679
In3K,R-3m,-0.143741181180838,-0.25812124390189284
In3Mn,Cmmm,0.0593731811244359,0.1604524234739282
In3Mn,Imm2,0.0522976502111248,0.1458713230071656
In3Mn,Pmm2,0.0822441864238331,0.2075844945696802
In3Mo5,Cmmm,0.5357327053117774,0.4437218668860965
In3Ni,Fm-3m,0.0697386585270142,0.181813374227265
In3Sm,Pm-3m,-0.7471453626792998,-1.5016034787037524
In3Sn,Fm-3m,-0.1371203821661439,-0.2444772450576674
In3Sr,Imm2,-0.3219322450874221,-0.6253335191268117
In3Sr,Pm-3m,-0.4334360224545113,-0.8551180823112329
In3V,I4/mmm,0.0586141544060146,0.1588882376942522
In4Br12,Pnma,-3.162752519521665,-1.8109186036868532
In4Br2,C2/m,-0.6121997891096216,-0.9005670650790474
In4Br2,Cmcm,-0.588104213808909,-0.8674633061697653
In4K,Im-3m,0.4751232441599356,0.7628408898852717
In4Mn2,Pnnm,0.3549020947264557,0.4280879765075782
In4Mn4,Pnma,0.3042094316508189,0.2051627993754705
In4Mo,I4/m,0.1929542902028122,0.2976507672885474
In4Nb2,I4_1/amd,0.0122239577016753,-0.0427011326951705
In4Pb2,I4_1/amd,-0.1085664592242984,-0.208649311585543
In4Pt,Im-3m,-0.2631868419544006,-0.4543538250446893
In4Rh16,I-43m,0.9178205686815216,0.1821603891427479
In4Rh3,I4/mmm,-0.3780069251965244,-0.5325148813261165
In4Sn2,C2/m,-0.1343517428298165,-0.244074479950761
In4Sn2,Cm,-0.1380236872056532,-0.2491191887750569
In4V2,C2/m,0.2887041174064385,0.3371417403569453
In4W8,Pnma,1.2872969803016474,0.727190339559124
In5Br,Amm2,-0.3337201029631799,-0.5179771382449828
In5Br,Cm,-0.3114575163576943,-0.4873916348698792
In5Mo,Amm2,0.2402711396781635,0.2706019878104258
In5P,P6/mmm,0.4113610694106436,0.5056542625532713
In5Sb,P4/mmm,-0.1095597165133479,-0.2100139002878765
In5Sn,Cm,-0.1325999994789713,-0.2416678435109329
In5Sn,P4/mmm,-0.14725019180767424,-0.2617950423336002
In5Ta3,Cmmm,0.3428055086161659,0.2449317780393817
In6Mn18,Pmmn,1.6452096375852274,0.35918491514357564
In6Rh2,Pm-3n,-0.2966427018016734,-0.4139487154267143
InBr,Fm-3m,-0.4583668170006786,-1.5583097913321071
InBr3,Immm,-0.6320995205915213,-1.2645195054559846
InBr3,P4/mmm,-0.3822212987422964,-0.7495758917710981
InBr5,Amm2,-0.5083644112579986,-0.757912603761717
InGe3,Cmmm,0.0923944930550228,0.2285020260695975
InI,R-3m,-0.3056341420072314,-0.928813431010308
InK,Pm-3m,-0.1121553948319243,-0.1313798291192743
InK,R-3m,-0.1096889710714854,-0.121214324061014
InK2,Fm-3m,-0.0578345234838268,-0.0232222076879407
InK2,Immm,-0.115370233299814,-0.1813133296182416
InMn,P4/mmm,0.0579603706459653,0.1575409343179242
InMn2,I4/mmm,0.0330144613533006,0.2264039459662816
InMn5,Amm2,0.3181542396258673,0.3776018552798717
InMo,Fm-3m,0.3547586477988955,1.7930328116718892
InMo,R-3m,0.0658353639661546,0.6022191524942735
InMo2,I4/mmm,-0.0335692957893243,0.0434514647563017
InMo5,P4/mmm,0.0659710550212687,0.0311394346926899
InNa2,P4/mmm,-0.1569124208037101,-0.2954589802226076
InNa3,P4/mmm,-0.1833535812469496,-0.3397536178071427
InNa5,P6/mmm,0.0122065262571213,-0.0427250809234554
InNb,Fm-3m,0.1388801615254885,0.9032774178982944
InNb,Pm-3m,-0.0189890033769401,0.2526107238370245
InNi2,I4/mmm,-0.1557090405439843,-0.2921524470108461
InNp,Fm-3m,0.2131260513021299,1.2092860528236926
InNp,R-3m,-0.0898975760836174,-0.0396429699870513
InP,Pm-3m,0.006702305168428,0.3584989054059485
InP,R-3m,-0.134508509003974,-0.2235094537314706
InP2,P-3m1,-0.1446656506127204,-0.2618084761146673
InP3,R-3m,0.0206363826524659,0.0806244703209099
InPb2,I4/mmm,-0.1347686052016967,-0.2346143210789871
InPd,P-6m2,-0.328444774287548,-1.022828742388272
InPd,Pm-3m,-0.3710262201953633,-1.198330580599115
InPt,Fm-3m,-0.2631732217095983,-0.7538083459201611
InPt,Pm-3m,-0.3163838325975635,-0.9731188889058756
InRh3,Fm-3m,-0.1531826890289813,-0.2775780982606963
InRh3,P4/mmm,-0.2001087946436463,-0.374282397749248
InRh3,R-3m,-0.0871987815566126,-0.1415998945284285
InRh4,Im-3m,1.0666010118985616,1.73796452212363
InSb2,I4/mmm,-0.0278737674622143,0.0591010928933032
InSb2,P4/mmm,-0.028701214417141,0.0568275132701345
InSn2,I4/mmm,-0.132279398005381,-0.2277747155602387
InSn5,Cm,-0.1421275205286761,-0.25475724917551607
InSr,Fm-3m,-0.1894499843046445,-0.4499538523119703
InTa2,I4/mmm,-0.0334220498995654,0.043856052932689
InTa3,P4/mmm,-0.04535578701161315,-0.055370759956628
InTa3,Pmm2,0.0539473171655271,0.149270920845624
InTa4,Im-3m,1.606960479939967,2.6288133687429456
InTh,P4/mmm,-0.250841171240077,-0.7029811022658385
InTh,R-3m,-0.201324159572573,-0.4988939374201819
InV,Fm-3m,0.2183508777235662,1.2308204704965866
InV,P4/mmm,0.0115642255786058,0.3785375854232568
InV,Pm-3m,0.02037828298116,0.4148652216334735
InV,R-3m,0.0352422706106634,0.4761279875284735
InV5,C2/m,-0.0473543479787457,-0.1245529184630679
InW,P4/mmm,0.2605138785866152,1.404597663783307
InW3,P2/m,0.2531784564736024,0.5598421265898412
InW3,Pmm2,0.3612647206635249,0.7825839528272714
InYb,P4/mmm,-0.3847515518325217,-1.25490031140604
Ir10Rh6,I4/mcm,1.259448828070498,0.4673755244678238
Ir12As17,I-43m,0.7921075221736286,0.0108558771177263
Ir16Mo14,P4_2/mnm,-0.0556608368961768,-0.2309370040020489
Ir16Pd8,Fd-3m,3.677583949225906,1.0572303901563815
Ir18Mo6,Pmmn,-1.429798548771568,-0.6969667680475439
Ir18Ta6,Pmmn,-3.056081819563748,-1.255534976552933
Ir2As6,Pm-3n,0.6721376054148256,0.5842719949916435
Ir2Ge2,P-3m1,-0.0494744859975191,-0.0638584853925902
Ir2Ge2,R-3m,0.9544559015317846,0.4985531169737593
Ir2Mn2,P4/nmm,-0.15017671918255449,-0.27138346087336596
Ir2Mn6,Pm-3n,-0.1202881475852311,-0.2322348974598211
Ir2Mo,Fmmm,2.2332355616671555,6.271961102657289
Ir2Mo,Immm,-0.0244118843372211,-0.0930333645327022
Ir2Mo4,Pnnm,0.1963179263734296,0.2102167694303058
Ir2Mo6,Cmcm,-0.0609799624069122,-0.1711243873665408
Ir2Na,Immm,0.0138659499619349,0.1737894973249444
Ir2Na2,Imma,0.278141781780863,0.6112860053247744
Ir2Na2,Pmmn,0.0631131555792553,0.1681596816199218
Ir2Na4,Cmcm,0.1634679767496712,0.1650857941804722
Ir2Nb2,Cmme,-0.2812573975940348,-0.5415116766336123
Ir2Ni,P-3m1,-0.0122878903260745,0.10192647578334785
Ir2Ni2,Imma,-0.0326816962432949,-0.0292522689088325
Ir2Ni3,P-3m1,0.282092869536063,0.4446066462632191
Ir2Ni4,Cmcm,-0.0622390007312494,-0.1450022312525695
Ir2Pb,I4/mmm,0.253550287613718,0.8323712019685288
Ir2Pb2,Cmcm,0.1549380025174793,0.3573903322884781
Ir2Pb2,Imma,0.3020835490508928,0.6606246794388821
Ir2Pb2,P4/nmm,0.1874910995780703,0.4244750478469644
Ir2Pb4,I4/mcm,0.069072322381704,0.0354001176492841
Ir2Rh2,P4/nmm,-0.1495706459563504,-0.2701344783291906
Ir2Rh4,I4_1/amd,0.265927836622318,0.305850497109255
Ir2Rh6,I4/mmm,-0.13789344953873,-0.2503752094503124
Ir2Sb2,P4/nmm,-0.0416004547314435,-0.0476318527376352
Ir2Sn2,P-3m1,0.0940914490317686,0.231999076098459
Ir2Ta,Immm,-0.5882887362741425,-1.0726531236996235
Ir2Ta4,Imma,0.3036234456842683,0.0514793194024071
Ir2Ta4,Pnnm,-0.1865188697095116,-0.3157444014887737
Ir2Ta6,Pmmn,-0.4590732357696269,-0.5813153741039422
Ir2V,I4/mmm,-0.3238098803675904,-0.7540438610584632
Ir2V,P-3m1,-0.09276083853835294,-0.11918939657846428
Ir2V,P4/mmm,-0.0197814662073699,0.0813363445043095
Ir2V2,I4_1/amd,-0.5288753239474533,-1.051797322441216
Ir2V2,R-3m,-0.2382961344404364,-0.452978038395503
Ir2V4,C2/m,-0.6187880727931813,-0.9096183930496258
Ir2V4,I4/mcm,-0.3714901946391257,-0.5698676614309974
Ir2W2,I4_1/amd,-0.269595573823648,-0.5174792434346007
Ir2W2,P4/nmm,-0.2320259702114298,-0.4400566201038736
Ir2W4,I4/mcm,-0.075288749269395,-0.1629306568677386
Ir3As,P4/mmm,0.1187538141004779,0.2828227425088915
Ir3As,Pm-3m,0.0303015945901223,0.1005423292098297
Ir3Br,P4/mmm,0.7076703707414137,1.4964491945913316
Ir3Ge,R-3m,-0.1040547812380042,-0.1763363726575408
Ir3Ge12,P3_121,-0.7568711087321512,-0.5925376618133287
Ir3K,Cmmm,0.6573503895438753,1.3927508699968376
Ir3Mn4,I4/mmm,-0.108741745529196,-0.2154315468207218
Ir3Ni,Fm-3m,0.193490393089759,0.4368382616460817
Ir3Ni,Imm2,-0.1002886832553542,-0.1685752797126449
Ir3Ni,R-3m,0.06702342448136024,0.1762178788650764
Ir3P,Pm-3m,-0.0085646710959778,0.020447572833207
Ir3Pb,Immm,0.3496787285263619,0.7587077918113855
Ir3Sr,Pm-3m,0.260055309036889,0.574013795027012
Ir3Ta,Pmmm,-0.4902948706892078,-0.9722915621097324
Ir3Ta3,Cm,-0.7181176867411767,-1.0460826007578872
Ir3Ta5,Cmmm,-0.7880940750367177,-0.920334874675027
Ir3V,I4/mmm,-0.4930465899738918,-0.9779622454602668
Ir3V,P4/mmm,-0.22501129064591327,-0.4256009207733087
Ir3V2,P-3m1,-0.3618185511641225,-0.6169602927504417
Ir3W,Cmmm,-0.2980324054232162,-0.5760812485123619
Ir3W,Pmm2,-0.3461941994264411,-0.6753320278000915
Ir4As12,Im-3,-1.642141017582187,-1.027507812597591
Ir4Mn,Im-3m,0.8643805942726964,1.4045793656502092
Ir4Mn3,I4/mmm,0.0561770185310548,-0.0212252565928514
Ir4Na2,Pnnm,0.7999352238871372,1.0394977158692644
Ir4Nb2,Pnnm,0.1553182231464611,0.153889237340315
Ir4Nb8,Pa-3,0.6463303010542354,0.2868936013845032
Ir4Rh,I4/m,-0.1477058583209202,-0.2639692622475643
Ir4Rh2,P6_3/mmc,0.2583386423902907,0.2954240659891265
Ir4Sn16,I4_1/acd,-1.2416900906451038,-0.7078941458024178
Ir4Ta12,Pnma,-0.8232233315183741,-0.6056058662700973
Ir4Ta2,Imma,-0.487155623588048,-0.4917274588753252
Ir4Ta2,Pnnm,-0.3219971765571019,-0.501871570122416
Ir4Ta4,Pnma,-1.1429772110365144,-1.286002605010141
Ir4Ta6,Fdd2,-0.9021322473357538,-0.8812068661087761
Ir4Ta8,Pnma,-1.0533109623907857,-0.8806343350762522
Ir5As,F-43m,0.9004040922894414,1.177527090805164
Ir5Mn,F-43m,0.8564055033912346,1.1170795330665535
Ir5Na,Amm2,0.2637832046465539,0.3029040897714424
Ir6Ge6,P-3m1,-0.1489951547938937,-0.2594362084713473
Ir6Ge7,R-3m,1.0778859038254065,0.5188772941904695
Ir6Na2,Pmmn,0.7259856014373817,0.6397563854606049
Ir6Ni7,R-3m,0.3128947875414379,0.033807423027639
Ir6Ta18,Pmmn,-1.2288584886560496,-0.6279512826081481
Ir6Ta6,Pmma,-1.711835695614557,-1.3329921587094211
Ir6W4,Fdd2,-0.4365438299130737,-0.4974170658081687
Ir8Mo22,P4_2/mnm,-0.1294437838320128,-0.2512103766565546
Ir8Pd16,Fd-3m,1.656477767142445,0.3630551012624528
Ir8Sn,I4/mmm,-0.0085800349260912,-0.1324151801552679
IrAs,Fm-3m,-0.0244879771776001,0.2299463922316957
IrAs5,F-43m,1.0687089503308542,1.4087530887044168
IrBr3,P4/mmm,0.6832471035337964,1.446118255861222
IrGe,R-3m,-0.174140040014355,-0.3868530508110459
IrGe2,P-3m1,-0.041294156829387904,0.02222583023323535
IrGe3,R-3m,0.0900245351908935,0.2236180683649038
IrI,Fm-3m,0.237072145573381,1.307981235032227
IrK,Fm-3m,0.7910484483965577,3.591225906460119
IrMn2,I4/mmm,-0.1423553889397609,-0.2554605599944206
IrMn3,P4/mmm,-0.1137608449219271,-0.1963384179381043
IrMn3,Pm-3m,-0.1782989172440412,-0.3293370759878595
IrMo,Fm-3m,0.2071759242510864,1.1847622675744336
IrMo3,Cmmm,-0.1354293931747836,-0.2409924916627203
IrNa3,Cmmm,0.199629570196716,0.4494897445208697
IrNa3,Immm,0.2257038569250808,0.503223068428792
IrNa3,Pmm2,0.1877479753230249,0.4250044118043191
IrNb,Fm-3m,-0.1022533953020805,-0.0905681778847741
IrNi,Pm-3m,-0.0878016564868621,-0.031004518799437
IrNi2,Immm,0.0392434704625334,-0.0055803159012563
IrNi2,P-3m1,-0.1021854527862108,-0.1450854504373522
IrNi2,P6/mmm,0.1595547034142161,0.5740991234607864
IrNi3,R-3m,0.0229862964494244,0.0854671216472185
IrP,Pm-3m,-0.0768567659000099,0.0141054669245695
IrP,R-3m,-0.1976955270902673,-0.4839383233667064
IrP2,Fm-3m,-0.3790911453973954,-0.9059404351728542
IrP3,P4/mmm,0.1409259872108796,0.3285146754041331
IrPb2,I4/mmm,0.1564850917157987,0.1554923422803754
IrPb3,P4/mmm,0.0600695477694832,0.1618874807350071
IrPd7,Fm-3m,-0.0367676660829249,-0.146176300109448
IrRh,P4/mmm,-0.1414527111318664,-0.2534052145172347
IrRh2,P6/mmm,0.3422712418942806,1.076150156739392
IrRh3,P4/mmm,0.2111489247516446,0.473228580254268
IrRh4,I4/m,-0.1440061863096465,-0.2578698992511887
IrSm3,I4/mmm,-0.6575649472189479,-1.316998103688794
IrSn,P4/mmm,-0.1705882156612205,-0.3722140058071104
IrSn2,I4/mmm,-0.1852818631616394,-0.3734098212784664
IrTa,R-3m,-0.2617594583741821,-0.7479814403543475
IrTa2,Immm,-0.6065091873478347,-0.8927490193831076
IrTa3,Immm,-0.42050895641432207,-0.8284782653163176
IrTa5,C2/m,-0.524925316289347,-0.7806648394164125
